"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"745","200928_171553_868864","NOV","NOR","25","374295618892164573516783492159628734247531869683947125935476281468312957721859346","070000600892060000000083400100000704000000000603900020000076280060002900001050000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"746","200928_171555_003481","EXP","NOR","24","631478592284569713795213648517396824346852971829147365953724186478631259162985437","600000090080060000005200000507000024340800070000100000000700180470001000002005400","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"747","200928_171556_169073","MAS","NOR","25","276935481198462735354178692429583176617294358835617924982746513743851269561329847","000030080100400000004000600000500070000204050800010920982700000700051060060000007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101001111","0"
"748","200928_171557_632708","MAS","NOR","26","978531426341826597652794318597382641234615789816479235429167853163258974785943162","000031020000020500000794000007000041234010089006000200009067003163000000000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"749","200928_171558_703148","REG","NOR","26","725143896468759231139826574517294368286537419943681725654972183371468952892315647","700040890008009200000006074500090060080530010040001700600000100370000002002000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"750","200928_171559_909841","REG","NOR","23","275364918186972453394158267647593821813426795529817634451689372768235149932741586","200004000106900003300100060040090800003020705009000000050080000700000100000000506","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"751","200928_171600_797756","NOV","NOR","25","286413597347695812159278634564132978913587426728946153875361249432859761691724385","006013000007000002000078030500002008910080006000000100800300040400009000000004385","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"752","200928_171601_694027","EXP","NOR","22","259437816847516923613892574491763258568124739732958641926345187184279365375681492","000430010007000020000890500490060008500000039002000000026000007000200000300080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"753","200928_171602_811982","EXP","NOR","22","789645321356912478214837965847593612123764859965281743591376284478129536632458197","789000000050010400000800065000003010020000000000081043001376000070000500000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"754","200928_171604_054581","REG","NOR","26","245687931817439562396152748158976423639824157472315896583241679924768315761593284","200600000000409000006150040000970420030000100070000800083040009900000305760500000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"755","200928_171605_205857","REG","NOR","24","361578924859624137742391856918762543673945218425813679537286491196457382284139765","000570000009604000040300800008702000000000010005800009007206000106000000080030705","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"756","200928_171606_212386","REG","NOR","25","192784365587362419364951827978125634425836971613497258841273596736549182259618743","092000300500000009000001000008005030020800001603097200000200096000540080200000700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"757","200928_171607_353540","MAS","NOR","25","275189346961234857834657921659742138783591264142863795326478519498315672517926483","000000306900000007804600000600000130080000000100803090020400500090005670007026000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"758","200928_171608_596312","EXP","NOR","25","236745189758169423914823567389512674641378952572694318467231895823956741195487236","006700080000009020004800560000012000000070950070604300060000090803000000105400000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000101111","0"
"759","200928_171610_050098","REG","NOR","26","134589267627314859589762413956438721812675394473291586748926135361857942295143678","104580200600000800000000003050400000800605300070000006748020000000800902200040600","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"760","200928_171611_036663","MAS","NOR","23","652983714189247356347651289734596128516328497298714635923465871471839562865172943","050000000100240300047000000000096100006300007008010005020000070400009002800000040","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"761","200928_171612_307663","REG","NOR","23","563791248279468153184532976915387462437126589826954731698245317752613894341879625","003790008200000050100032000900000000037026000000004001008040010050003000000000620","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"762","200928_171613_394596","EXP","NOR","25","274651398853479612169382754721894563645237189398516247932168475586743921417925836","200050098050400000009300700000090000600000100098000047002100000000003901407020030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"763","200928_171614_538179","REG","NOR","24","634598271589721436172643598261487359458239167397156824726815943915364782843972615","004090000000720000000040500200007050058200060090006000006015003005004780003000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"764","200928_171615_425679","EXP","NOR","24","578291436139746528246835179492317685813569742765428913624153897981672354357984261","000200436000000000040005009002010680003000702000408010000050000901000300050084000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"765","200928_171616_374591","NOV","NOR","25","243917685781365294596482317479821563328654971165739428652173849814596732937248156","200910000700000204096400000070021063000000970100030400602000000000590730000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"766","200928_171617_376061","MAS","NOR","24","821597463574263198639481752167942835352718649498635217915876324743129586286354971","001000063070000000009081000007000000000710600400600210010076304000000000200350900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101001111","0"
"767","200928_171618_413345","REG","NOR","25","497813652816275439253649817741328965938564271562791384329156748675482193184937526","400013002006070000253000800000028000000500070060000384000100740000000003080007500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"768","200928_171619_433859","REG","NOR","25","146839257237546891859172346715368924982451763463297518374915682521683479698724135","040809200000000890000070006705008004002050000060290008370000000500000400090000105","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"769","200928_171620_504628","REG","NOR","26","428976351169583472573241968642857139315469827897132645984325716751694283236718594","400900300009080002000200060640000030005409807000002000900305700700000080030008004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"770","200928_171621_425769","MAS","NOR","23","761593428452718639389642715543186297826379541917425863178964352695237184234851976","000093008400700009080000705003080207020000000900405000070960002005000080000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"771","200928_171622_543287","EXP","NOR","27","345712896297468531618539724976284315132675948854193672589321467723846159461957283","000002006000008530010509004900200010000005008004190000580000060020806000401050003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"772","200928_171623_766046","EXP","NOR","26","143679852782154369956328147514287936698413725327965481469732518871546293235891674","000079002002000300906000140500207000008400000000060001009030500801500003200800070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"773","200928_171625_072387","EXP","NOR","24","798416253264375189315928746857239614936541827142867935571683492629154378483792561","700006000000005100000920040007030000030000020042800030000000000600100308483000560","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
